t,Sv0,Sg0,Sg1,Sg2,Sg3,Iv0,Ig0,Ig1,Ig2,Ig3,Rv0,Rg0,Rg1,Rg2,Rg3,cumIv0,cumIg0,cumIg1,cumIg2,cumIg3,cumIv, pIv,pIs,pIg
508,0.17134,0.123678,0.123678,0.123678,0.123678,0.000105809,0.000404806,0.000404806,0.000404806,0.000404806,0.0285544,0.0759168,0.0759168,0.0759168,0.0759168,0.0684172,0.166324,0.166324,0.166324,0.166324,0.0684172,0.000529043,nan,0.00202403
509,0.171404,0.123833,0.123833,0.123833,0.123833,0.000107277,0.000410838,0.000410838,0.000410838,0.000410838,0.0284887,0.0757566,0.0757566,0.0757566,0.0757566,0.0684311,0.166378,0.166378,0.166378,0.166378,0.0684311,0.000536384,nan,0.00205419
510,0.171468,0.123985,0.123985,0.123985,0.123985,0.000108784,0.000417026,0.000417026,0.000417026,0.000417026,0.0284233,0.0755975,0.0755975,0.0755975,0.0755975,0.0684453,0.166432,0.166432,0.166432,0.166432,0.0684453,0.000543921,nan,0.00208513
511,0.171531,0.124137,0.124137,0.124137,0.124137,0.000110332,0.000423375,0.000423375,0.000423375,0.000423375,0.0283583,0.0754397,0.0754397,0.0754397,0.0754397,0.0684596,0.166487,0.166487,0.166487,0.166487,0.0684596,0.000551658,nan,0.00211688
512,0.171594,0.124287,0.124287,0.124287,0.124287,0.00011192,0.000429889,0.000429889,0.000429889,0.000429889,0.0282937,0.075283,0.075283,0.075283,0.075283,0.0684741,0.166544,0.166544,0.166544,0.166544,0.0684741,0.000559599,nan,0.00214945
513,0.171657,0.124436,0.124436,0.124436,0.124436,0.00011355,0.000436572,0.000436572,0.000436572,0.000436572,0.0282294,0.0751275,0.0751275,0.0751275,0.0751275,0.0684889,0.166601,0.166601,0.166601,0.166601,0.0684889,0.00056775,nan,0.00218286
514,0.171719,0.124583,0.124583,0.124583,0.124583,0.000115223,0.000443428,0.000443428,0.000443428,0.000443428,0.0281655,0.0749732,0.0749732,0.0749732,0.0749732,0.0685039,0.166659,0.166659,0.166659,0.166659,0.0685039,0.000576115,nan,0.00221714
515,0.171781,0.124729,0.124729,0.124729,0.124729,0.00011694,0.000450462,0.000450462,0.000450462,0.000450462,0.028102,0.0748202,0.0748202,0.0748202,0.0748202,0.0685192,0.166718,0.166718,0.166718,0.166718,0.0685192,0.000584699,nan,0.00225231
516,0.171842,0.124874,0.124874,0.124874,0.124874,0.000118702,0.000457677,0.000457677,0.000457677,0.000457677,0.0280388,0.0746684,0.0746684,0.0746684,0.0746684,0.0685347,0.166779,0.166779,0.166779,0.166779,0.0685347,0.000593509,nan,0.00228838
517,0.171903,0.125017,0.125017,0.125017,0.125017,0.00012051,0.000465078,0.000465078,0.000465078,0.000465078,0.0279761,0.0745179,0.0745179,0.0745179,0.0745179,0.0685505,0.16684,0.16684,0.16684,0.16684,0.0685505,0.000602549,nan,0.00232539
518,0.171964,0.125159,0.125159,0.125159,0.125159,0.000122365,0.000472669,0.000472669,0.000472669,0.000472669,0.0279137,0.0743686,0.0743686,0.0743686,0.0743686,0.0685665,0.166902,0.166902,0.166902,0.166902,0.0685665,0.000611825,nan,0.00236335
519,0.172024,0.125299,0.125299,0.125299,0.125299,0.000124268,0.000480456,0.000480456,0.000480456,0.000480456,0.0278517,0.0742207,0.0742207,0.0742207,0.0742207,0.0685828,0.166965,0.166965,0.166965,0.166965,0.0685828,0.000621342,nan,0.00240228
520,0.172084,0.125437,0.125437,0.125437,0.125437,0.000126221,0.000488442,0.000488442,0.000488442,0.000488442,0.0277901,0.0740741,0.0740741,0.0740741,0.0740741,0.0685994,0.16703,0.16703,0.16703,0.16703,0.0685994,0.000631107,nan,0.00244221
521,0.172143,0.125575,0.125575,0.125575,0.125575,0.000128225,0.000496633,0.000496633,0.000496633,0.000496633,0.0277288,0.0739288,0.0739288,0.0739288,0.0739288,0.0686162,0.167096,0.167096,0.167096,0.167096,0.0686162,0.000641125,nan,0.00248317
522,0.172202,0.12571,0.12571,0.12571,0.12571,0.000130281,0.000505035,0.000505035,0.000505035,0.000505035,0.027668,0.0737849,0.0737849,0.0737849,0.0737849,0.0686334,0.167162,0.167162,0.167162,0.167162,0.0686334,0.000651403,nan,0.00252517
523,0.17226,0.125844,0.125844,0.125844,0.125844,0.000132389,0.000513651,0.000513651,0.000513651,0.000513651,0.0276076,0.0736424,0.0736424,0.0736424,0.0736424,0.0686508,0.167231,0.167231,0.167231,0.167231,0.0686508,0.000661947,nan,0.00256825
524,0.172318,0.125976,0.125976,0.125976,0.125976,0.000134553,0.000522487,0.000522487,0.000522487,0.000522487,0.0275477,0.0735013,0.0735013,0.0735013,0.0735013,0.0686685,0.1673,0.1673,0.1673,0.1673,0.0686685,0.000672763,nan,0.00261243
525,0.172375,0.126107,0.126107,0.126107,0.126107,0.000136772,0.000531549,0.000531549,0.000531549,0.000531549,0.0274881,0.0733616,0.0733616,0.0733616,0.0733616,0.0686866,0.16737,0.16737,0.16737,0.16737,0.0686866,0.000683859,nan,0.00265774
526,0.172432,0.126236,0.126236,0.126236,0.126236,0.000139048,0.000540841,0.000540841,0.000540841,0.000540841,0.027429,0.0732233,0.0732233,0.0732233,0.0732233,0.0687049,0.167442,0.167442,0.167442,0.167442,0.0687049,0.00069524,nan,0.00270421
527,0.172488,0.126363,0.126363,0.126363,0.126363,0.000141383,0.000550371,0.000550371,0.000550371,0.000550371,0.0273703,0.0730866,0.0730866,0.0730866,0.0730866,0.0687236,0.167515,0.167515,0.167515,0.167515,0.0687236,0.000706915,nan,0.00275185
528,0.172544,0.126489,0.126489,0.126489,0.126489,0.000143778,0.000560143,0.000560143,0.000560143,0.000560143,0.027312,0.0729513,0.0729513,0.0729513,0.0729513,0.0687427,0.16759,0.16759,0.16759,0.16759,0.0687427,0.000718889,nan,0.00280071
529,0.1726,0.126612,0.126612,0.126612,0.126612,0.000146234,0.000570163,0.000570163,0.000570163,0.000570163,0.0272542,0.0728176,0.0728176,0.0728176,0.0728176,0.0687621,0.167666,0.167666,0.167666,0.167666,0.0687621,0.000731171,nan,0.00285081
530,0.172654,0.126734,0.126734,0.126734,0.126734,0.000148753,0.000580437,0.000580437,0.000580437,0.000580437,0.0271968,0.0726854,0.0726854,0.0726854,0.0726854,0.0687818,0.167743,0.167743,0.167743,0.167743,0.0687818,0.000743767,nan,0.00290219
531,0.172709,0.126854,0.126854,0.126854,0.126854,0.000151337,0.000590972,0.000590972,0.000590972,0.000590972,0.0271399,0.0725548,0.0725548,0.0725548,0.0725548,0.0688019,0.167822,0.167822,0.167822,0.167822,0.0688019,0.000756687,nan,0.00295486
532,0.172763,0.126972,0.126972,0.126972,0.126972,0.000153987,0.000601774,0.000601774,0.000601774,0.000601774,0.0270834,0.0724258,0.0724258,0.0724258,0.0724258,0.0688223,0.167903,0.167903,0.167903,0.167903,0.0688223,0.000769936,nan,0.00300887
533,0.172816,0.127089,0.127089,0.127089,0.127089,0.000156705,0.000612848,0.000612848,0.000612848,0.000612848,0.0270274,0.0722984,0.0722984,0.0722984,0.0722984,0.0688432,0.167985,0.167985,0.167985,0.167985,0.0688432,0.000783524,nan,0.00306424
534,0.172869,0.127203,0.127203,0.127203,0.127203,0.000159492,0.000624202,0.000624202,0.000624202,0.000624202,0.0269719,0.0721726,0.0721726,0.0721726,0.0721726,0.0688644,0.168068,0.168068,0.168068,0.168068,0.0688644,0.000797459,nan,0.00312101
535,0.172921,0.127316,0.127316,0.127316,0.127316,0.00016235,0.000635843,0.000635843,0.000635843,0.000635843,0.0269168,0.0720486,0.0720486,0.0720486,0.0720486,0.0688861,0.168153,0.168153,0.168153,0.168153,0.0688861,0.000811748,nan,0.00317921
536,0.172972,0.127426,0.127426,0.127426,0.127426,0.00016528,0.000647776,0.000647776,0.000647776,0.000647776,0.0268623,0.0719263,0.0719263,0.0719263,0.0719263,0.0689081,0.16824,0.16824,0.16824,0.16824,0.0689081,0.000826402,nan,0.00323888
537,0.173023,0.127534,0.127534,0.127534,0.127534,0.000168285,0.000660009,0.000660009,0.000660009,0.000660009,0.0268082,0.0718057,0.0718057,0.0718057,0.0718057,0.0689306,0.168329,0.168329,0.168329,0.168329,0.0689306,0.000841427,nan,0.00330005
538,0.173074,0.127641,0.127641,0.127641,0.127641,0.000171367,0.00067255,0.00067255,0.00067255,0.00067255,0.0267547,0.0716869,0.0716869,0.0716869,0.0716869,0.0689535,0.168419,0.168419,0.168419,0.168419,0.0689535,0.000856834,nan,0.00336275
539,0.173124,0.127745,0.127745,0.127745,0.127745,0.000174526,0.000685404,0.000685404,0.000685404,0.000685404,0.0267016,0.0715698,0.0715698,0.0715698,0.0715698,0.0689768,0.168511,0.168511,0.168511,0.168511,0.0689768,0.000872632,nan,0.00342702
540,0.173173,0.127847,0.127847,0.127847,0.127847,0.000177766,0.00069858,0.00069858,0.00069858,0.00069858,0.0266491,0.0714547,0.0714547,0.0714547,0.0714547,0.0690006,0.168605,0.168605,0.168605,0.168605,0.0690006,0.000888829,nan,0.0034929
541,0.173222,0.127947,0.127947,0.127947,0.127947,0.000181087,0.000712085,0.000712085,0.000712085,0.000712085,0.0265971,0.0713414,0.0713414,0.0713414,0.0713414,0.0690249,0.168701,0.168701,0.168701,0.168701,0.0690249,0.000905435,nan,0.00356043
542,0.17327,0.128044,0.128044,0.128044,0.128044,0.000184492,0.000725926,0.000725926,0.000725926,0.000725926,0.0265456,0.07123,0.07123,0.07123,0.07123,0.0690496,0.168798,0.168798,0.168798,0.168798,0.0690496,0.00092246,nan,0.00362963
543,0.173317,0.128139,0.128139,0.128139,0.128139,0.000187983,0.000740112,0.000740112,0.000740112,0.000740112,0.0264947,0.0711205,0.0711205,0.0711205,0.0711205,0.0690748,0.168898,0.168898,0.168898,0.168898,0.0690748,0.000939914,nan,0.00370056
544,0.173364,0.128232,0.128232,0.128232,0.128232,0.000191561,0.000754649,0.000754649,0.000754649,0.000754649,0.0264443,0.071013,0.071013,0.071013,0.071013,0.0691005,0.169,0.169,0.169,0.169,0.0691005,0.000957807,nan,0.00377325
545,0.17341,0.128323,0.128323,0.128323,0.128323,0.00019523,0.000769547,0.000769547,0.000769547,0.000769547,0.0263945,0.0709075,0.0709075,0.0709075,0.0709075,0.0691268,0.169104,0.169104,0.169104,0.169104,0.0691268,0.000976149,nan,0.00384773
546,0.173456,0.128411,0.128411,0.128411,0.128411,0.00019899,0.000784812,0.000784812,0.000784812,0.000784812,0.0263452,0.0708041,0.0708041,0.0708041,0.0708041,0.0691535,0.16921,0.16921,0.16921,0.16921,0.0691535,0.000994951,nan,0.00392406
547,0.173501,0.128497,0.128497,0.128497,0.128497,0.000202845,0.000800453,0.000800453,0.000800453,0.000800453,0.0262966,0.0707027,0.0707027,0.0707027,0.0707027,0.0691808,0.169318,0.169318,0.169318,0.169318,0.0691808,0.00101422,nan,0.00400227
548,0.173545,0.12858,0.12858,0.12858,0.12858,0.000206795,0.000816479,0.000816479,0.000816479,0.000816479,0.0262485,0.0706035,0.0706035,0.0706035,0.0706035,0.0692087,0.169428,0.169428,0.169428,0.169428,0.0692087,0.00103398,nan,0.00408239
549,0.173588,0.128661,0.128661,0.128661,0.128661,0.000210844,0.000832897,0.000832897,0.000832897,0.000832897,0.026201,0.0705064,0.0705064,0.0705064,0.0705064,0.0692371,0.169541,0.169541,0.169541,0.169541,0.0692371,0.00105422,nan,0.00416448
550,0.173631,0.128739,0.128739,0.128739,0.128739,0.000214994,0.000849716,0.000849716,0.000849716,0.000849716,0.0261541,0.0704115,0.0704115,0.0704115,0.0704115,0.0692661,0.169656,0.169656,0.169656,0.169656,0.0692661,0.00107497,nan,0.00424858
551,0.173673,0.128814,0.128814,0.128814,0.128814,0.000219246,0.000866945,0.000866945,0.000866945,0.000866945,0.0261079,0.0703189,0.0703189,0.0703189,0.0703189,0.0692957,0.169773,0.169773,0.169773,0.169773,0.0692957,0.00109623,nan,0.00433472
552,0.173714,0.128887,0.128887,0.128887,0.128887,0.000223603,0.000884592,0.000884592,0.000884592,0.000884592,0.0260623,0.0702286,0.0702286,0.0702286,0.0702286,0.0693259,0.169893,0.169893,0.169893,0.169893,0.0693259,0.00111802,nan,0.00442296
553,0.173755,0.128957,0.128957,0.128957,0.128957,0.000228069,0.000902666,0.000902666,0.000902666,0.000902666,0.0260173,0.0701406,0.0701406,0.0701406,0.0701406,0.0693567,0.170015,0.170015,0.170015,0.170015,0.0693567,0.00114034,nan,0.00451333
554,0.173794,0.129024,0.129024,0.129024,0.129024,0.000232643,0.000921176,0.000921176,0.000921176,0.000921176,0.0259729,0.0700549,0.0700549,0.0700549,0.0700549,0.0693881,0.17014,0.17014,0.17014,0.17014,0.0693881,0.00116322,nan,0.00460588
555,0.173833,0.129088,0.129088,0.129088,0.129088,0.00023733,0.00094013,0.00094013,0.00094013,0.00094013,0.0259293,0.0699717,0.0699717,0.0699717,0.0699717,0.0694202,0.170268,0.170268,0.170268,0.170268,0.0694202,0.00118665,nan,0.00470065
556,0.173872,0.12915,0.12915,0.12915,0.12915,0.000242132,0.000959538,0.000959538,0.000959538,0.000959538,0.0258862,0.0698909,0.0698909,0.0698909,0.0698909,0.069453,0.170398,0.170398,0.170398,0.170398,0.069453,0.00121066,nan,0.00479769
557,0.173909,0.129208,0.129208,0.129208,0.129208,0.000247051,0.000979408,0.000979408,0.000979408,0.000979408,0.0258439,0.0698127,0.0698127,0.0698127,0.0698127,0.0694865,0.170531,0.170531,0.170531,0.170531,0.0694865,0.00123525,nan,0.00489704
558,0.173946,0.129263,0.129263,0.129263,0.129263,0.000252089,0.00099975,0.00099975,0.00099975,0.00099975,0.0258023,0.069737,0.069737,0.069737,0.069737,0.0695206,0.170667,0.170667,0.170667,0.170667,0.0695206,0.00126044,nan,0.00499875
559,0.173981,0.129316,0.129316,0.129316,0.129316,0.000257249,0.00102057,0.00102057,0.00102057,0.00102057,0.0257614,0.0696639,0.0696639,0.0696639,0.0696639,0.0695555,0.170806,0.170806,0.170806,0.170806,0.0695555,0.00128625,nan,0.00510286
560,0.174016,0.129365,0.129365,0.129365,0.129365,0.000262534,0.00104188,0.00104188,0.00104188,0.00104188,0.0257212,0.0695935,0.0695935,0.0695935,0.0695935,0.0695911,0.170947,0.170947,0.170947,0.170947,0.0695911,0.00131267,nan,0.00520941
561,0.17405,0.129411,0.129411,0.129411,0.129411,0.000267945,0.00106369,0.00106369,0.00106369,0.00106369,0.0256817,0.0695258,0.0695258,0.0695258,0.0695258,0.0696275,0.171092,0.171092,0.171092,0.171092,0.0696275,0.00133973,nan,0.00531846
562,0.174084,0.129453,0.129453,0.129453,0.129453,0.000273486,0.00108601,0.00108601,0.00108601,0.00108601,0.025643,0.0694608,0.0694608,0.0694608,0.0694608,0.0696646,0.17124,0.17124,0.17124,0.17124,0.0696646,0.00136743,nan,0.00543004
563,0.174116,0.129493,0.129493,0.129493,0.129493,0.000279159,0.00110884,0.00110884,0.00110884,0.00110884,0.025605,0.0693986,0.0693986,0.0693986,0.0693986,0.0697025,0.171391,0.171391,0.171391,0.171391,0.0697025,0.0013958,nan,0.0055442
564,0.174147,0.129528,0.129528,0.129528,0.129528,0.000284967,0.0011322,0.0011322,0.0011322,0.0011322,0.0255678,0.0693393,0.0693393,0.0693393,0.0693393,0.0697413,0.171545,0.171545,0.171545,0.171545,0.0697413,0.00142484,nan,0.00566098
565,0.174178,0.129561,0.129561,0.129561,0.129561,0.000290912,0.00115609,0.00115609,0.00115609,0.00115609,0.0255314,0.0692829,0.0692829,0.0692829,0.0692829,0.0697808,0.171702,0.171702,0.171702,0.171702,0.0697808,0.00145456,nan,0.00578043
566,0.174207,0.12959,0.12959,0.12959,0.12959,0.000296996,0.00118052,0.00118052,0.00118052,0.00118052,0.0254958,0.0692295,0.0692295,0.0692295,0.0692295,0.0698212,0.171863,0.171863,0.171863,0.171863,0.0698212,0.00148498,nan,0.0059026
567,0.174236,0.129615,0.129615,0.129615,0.129615,0.000303223,0.0012055,0.0012055,0.0012055,0.0012055,0.0254611,0.0691791,0.0691791,0.0691791,0.0691791,0.0698624,0.172027,0.172027,0.172027,0.172027,0.0698624,0.00151612,nan,0.00602751
568,0.174263,0.129637,0.129637,0.129637,0.129637,0.000309594,0.00123105,0.00123105,0.00123105,0.00123105,0.0254271,0.0691318,0.0691318,0.0691318,0.0691318,0.0699046,0.172195,0.172195,0.172195,0.172195,0.0699046,0.00154797,nan,0.00615523
569,0.17429,0.129655,0.129655,0.129655,0.129655,0.000316113,0.00125716,0.00125716,0.00125716,0.00125716,0.025394,0.0690876,0.0690876,0.0690876,0.0690876,0.0699476,0.172366,0.172366,0.172366,0.172366,0.0699476,0.00158057,nan,0.00628578
570,0.174315,0.129669,0.129669,0.129669,0.129669,0.000322781,0.00128384,0.00128384,0.00128384,0.00128384,0.0253617,0.0690467,0.0690467,0.0690467,0.0690467,0.0699915,0.172541,0.172541,0.172541,0.172541,0.0699915,0.00161391,nan,0.00641921
571,0.17434,0.12968,0.12968,0.12968,0.12968,0.000329602,0.00131111,0.00131111,0.00131111,0.00131111,0.0253304,0.069009,0.069009,0.069009,0.069009,0.0700364,0.17272,0.17272,0.17272,0.17272,0.0700364,0.00164801,nan,0.00655555
572,0.174364,0.129686,0.129686,0.129686,0.129686,0.000336577,0.00133897,0.00133897,0.00133897,0.00133897,0.0252999,0.0689746,0.0689746,0.0689746,0.0689746,0.0700823,0.172902,0.172902,0.172902,0.172902,0.0700823,0.00168289,nan,0.00669486
573,0.174386,0.129689,0.129689,0.129689,0.129689,0.00034371,0.00136743,0.00136743,0.00136743,0.00136743,0.0252703,0.0689435,0.0689435,0.0689435,0.0689435,0.0701291,0.173088,0.173088,0.173088,0.173088,0.0701291,0.00171855,nan,0.00683715
574,0.174407,0.129688,0.129688,0.129688,0.129688,0.000351002,0.00139649,0.00139649,0.00139649,0.00139649,0.0252416,0.0689159,0.0689159,0.0689159,0.0689159,0.0701769,0.173279,0.173279,0.173279,0.173279,0.0701769,0.00175501,nan,0.00698247
575,0.174428,0.129682,0.129682,0.129682,0.129682,0.000358456,0.00142617,0.00142617,0.00142617,0.00142617,0.0252139,0.0688918,0.0688918,0.0688918,0.0688918,0.0702257,0.173473,0.173473,0.173473,0.173473,0.0702257,0.00179228,nan,0.00713086
576,0.174447,0.129672,0.129672,0.129672,0.129672,0.000366074,0.00145647,0.00145647,0.00145647,0.00145647,0.0251871,0.0688713,0.0688713,0.0688713,0.0688713,0.0702756,0.173672,0.173672,0.173672,0.173672,0.0702756,0.00183037,nan,0.00728234
577,0.174465,0.129658,0.129658,0.129658,0.129658,0.000373858,0.00148739,0.00148739,0.00148739,0.00148739,0.0251613,0.0688544,0.0688544,0.0688544,0.0688544,0.0703266,0.173874,0.173874,0.173874,0.173874,0.0703266,0.00186929,nan,0.00743694
578,0.174482,0.12964,0.12964,0.12964,0.12964,0.000381811,0.00151894,0.00151894,0.00151894,0.00151894,0.0251365,0.0688412,0.0688412,0.0688412,0.0688412,0.0703786,0.174081,0.174081,0.174081,0.174081,0.0703786,0.00190905,nan,0.00759469
579,0.174497,0.129617,0.129617,0.129617,0.129617,0.000389934,0.00155113,0.00155113,0.00155113,0.00155113,0.0251127,0.0688317,0.0688317,0.0688317,0.0688317,0.0704318,0.174292,0.174292,0.174292,0.174292,0.0704318,0.00194967,nan,0.00775563
580,0.174512,0.12959,0.12959,0.12959,0.12959,0.00039823,0.00158395,0.00158395,0.00158395,0.00158395,0.0250899,0.068826,0.068826,0.068826,0.068826,0.0704861,0.174508,0.174508,0.174508,0.174508,0.0704861,0.00199115,nan,0.00791976
581,0.174525,0.129558,0.129558,0.129558,0.129558,0.0004067,0.00161742,0.00161742,0.00161742,0.00161742,0.0250682,0.0688243,0.0688243,0.0688243,0.0688243,0.0705415,0.174728,0.174728,0.174728,0.174728,0.0705415,0.0020335,nan,0.00808712
582,0.174537,0.129522,0.129522,0.129522,0.129522,0.000415347,0.00165154,0.00165154,0.00165154,0.00165154,0.0250475,0.0688264,0.0688264,0.0688264,0.0688264,0.0705981,0.174953,0.174953,0.174953,0.174953,0.0705981,0.00207674,nan,0.00825772
583,0.174548,0.129481,0.129481,0.129481,0.129481,0.000424172,0.00168631,0.00168631,0.00168631,0.00168631,0.0250279,0.0688326,0.0688326,0.0688326,0.0688326,0.0706559,0.175183,0.175183,0.175183,0.175183,0.0706559,0.00212086,nan,0.00843157
584,0.174557,0.129435,0.129435,0.129435,0.129435,0.000433176,0.00172174,0.00172174,0.00172174,0.00172174,0.0250094,0.0688428,0.0688428,0.0688428,0.0688428,0.0707149,0.175417,0.175417,0.175417,0.175417,0.0707149,0.00216588,nan,0.00860869
585,0.174566,0.129385,0.129385,0.129385,0.129385,0.000442361,0.00175782,0.00175782,0.00175782,0.00175782,0.0249919,0.0688572,0.0688572,0.0688572,0.0688572,0.0707752,0.175656,0.175656,0.175656,0.175656,0.0707752,0.00221181,nan,0.00878908
586,0.174573,0.12933,0.12933,0.12933,0.12933,0.000451729,0.00179455,0.00179455,0.00179455,0.00179455,0.0249757,0.0688758,0.0688758,0.0688758,0.0688758,0.0708367,0.1759,0.1759,0.1759,0.1759,0.0708367,0.00225865,nan,0.00897276
587,0.174578,0.129269,0.129269,0.129269,0.129269,0.00046128,0.00183194,0.00183194,0.00183194,0.00183194,0.0249605,0.0688987,0.0688987,0.0688987,0.0688987,0.0708996,0.176149,0.176149,0.176149,0.176149,0.0708996,0.0023064,nan,0.00915971
588,0.174582,0.129204,0.129204,0.129204,0.129204,0.000471016,0.00186999,0.00186999,0.00186999,0.00186999,0.0249465,0.0689258,0.0689258,0.0689258,0.0689258,0.0709637,0.176403,0.176403,0.176403,0.176403,0.0709637,0.00235508,nan,0.00934994
589,0.174585,0.129134,0.129134,0.129134,0.129134,0.000480937,0.00190869,0.00190869,0.00190869,0.00190869,0.0249338,0.0689574,0.0689574,0.0689574,0.0689574,0.0710291,0.176662,0.176662,0.176662,0.176662,0.0710291,0.00240468,nan,0.00954345
590,0.174587,0.129058,0.129058,0.129058,0.129058,0.000491044,0.00194804,0.00194804,0.00194804,0.00194804,0.0249222,0.0689935,0.0689935,0.0689935,0.0689935,0.071096,0.176927,0.176927,0.176927,0.176927,0.071096,0.00245522,nan,0.0097402
591,0.174587,0.128978,0.128978,0.128978,0.128978,0.000501337,0.00198804,0.00198804,0.00198804,0.00198804,0.0249118,0.069034,0.069034,0.069034,0.069034,0.0711642,0.177196,0.177196,0.177196,0.177196,0.0711642,0.00250669,nan,0.0099402
592,0.174586,0.128892,0.128892,0.128892,0.128892,0.000511818,0.00202868,0.00202868,0.00202868,0.00202868,0.0249027,0.0690792,0.0690792,0.0690792,0.0690792,0.0712337,0.177471,0.177471,0.177471,0.177471,0.0712337,0.00255909,nan,0.0101434
593,0.174583,0.128801,0.128801,0.128801,0.128801,0.000522484,0.00206996,0.00206996,0.00206996,0.00206996,0.0248948,0.069129,0.069129,0.069129,0.069129,0.0713048,0.177752,0.177752,0.177752,0.177752,0.0713048,0.00261242,nan,0.0103498
594,0.174578,0.128705,0.128705,0.128705,0.128705,0.000533338,0.00211188,0.00211188,0.00211188,0.00211188,0.0248882,0.0691835,0.0691835,0.0691835,0.0691835,0.0713772,0.178038,0.178038,0.178038,0.178038,0.0713772,0.00266669,nan,0.0105594
595,0.174573,0.128603,0.128603,0.128603,0.128603,0.000544377,0.00215441,0.00215441,0.00215441,0.00215441,0.0248829,0.0692428,0.0692428,0.0692428,0.0692428,0.0714511,0.178329,0.178329,0.178329,0.178329,0.0714511,0.00272189,nan,0.0107721
596,0.174565,0.128496,0.128496,0.128496,0.128496,0.000555602,0.00219756,0.00219756,0.00219756,0.00219756,0.0248789,0.0693069,0.0693069,0.0693069,0.0693069,0.0715265,0.178626,0.178626,0.178626,0.178626,0.0715265,0.00277801,nan,0.0109878
597,0.174557,0.128383,0.128383,0.128383,0.128383,0.000567011,0.00224132,0.00224132,0.00224132,0.00224132,0.0248763,0.0693759,0.0693759,0.0693759,0.0693759,0.0716034,0.178929,0.178929,0.178929,0.178929,0.0716034,0.00283505,nan,0.0112066
598,0.174546,0.128264,0.128264,0.128264,0.128264,0.000578603,0.00228566,0.00228566,0.00228566,0.00228566,0.024875,0.0694499,0.0694499,0.0694499,0.0694499,0.0716819,0.179237,0.179237,0.179237,0.179237,0.0716819,0.00289302,nan,0.0114283
599,0.174535,0.128141,0.128141,0.128141,0.128141,0.000590377,0.00233059,0.00233059,0.00233059,0.00233059,0.024875,0.0695288,0.0695288,0.0695288,0.0695288,0.0717618,0.179552,0.179552,0.179552,0.179552,0.0717618,0.00295188,nan,0.011653
600,0.174521,0.128011,0.128011,0.128011,0.128011,0.000602331,0.00237609,0.00237609,0.00237609,0.00237609,0.0248764,0.0696129,0.0696129,0.0696129,0.0696129,0.0718434,0.179872,0.179872,0.179872,0.179872,0.0718434,0.00301165,nan,0.0118804
601,0.174506,0.127876,0.127876,0.127876,0.127876,0.000614462,0.00242213,0.00242213,0.00242213,0.00242213,0.0248793,0.069702,0.069702,0.069702,0.069702,0.0719265,0.180198,0.180198,0.180198,0.180198,0.0719265,0.00307231,nan,0.0121106
602,0.17449,0.127735,0.127735,0.127735,0.127735,0.000626768,0.00246871,0.00246871,0.00246871,0.00246871,0.0248835,0.0697962,0.0697962,0.0697962,0.0697962,0.0720112,0.18053,0.18053,0.18053,0.18053,0.0720112,0.00313384,nan,0.0123435
603,0.174472,0.127589,0.127589,0.127589,0.127589,0.000639246,0.0025158,0.0025158,0.0025158,0.0025158,0.0248892,0.0698957,0.0698957,0.0698957,0.0698957,0.0720976,0.180868,0.180868,0.180868,0.180868,0.0720976,0.00319623,nan,0.012579
604,0.174452,0.127436,0.127436,0.127436,0.127436,0.000651893,0.00256339,0.00256339,0.00256339,0.00256339,0.0248963,0.0700004,0.0700004,0.0700004,0.0700004,0.0721856,0.181212,0.181212,0.181212,0.181212,0.0721856,0.00325947,nan,0.0128169
605,0.17443,0.127278,0.127278,0.127278,0.127278,0.000664706,0.00261144,0.00261144,0.00261144,0.00261144,0.0249049,0.0701104,0.0701104,0.0701104,0.0701104,0.0722752,0.181562,0.181562,0.181562,0.181562,0.0722752,0.00332353,nan,0.0130572
606,0.174407,0.127114,0.127114,0.127114,0.127114,0.00067768,0.00265995,0.00265995,0.00265995,0.00265995,0.024915,0.0702257,0.0702257,0.0702257,0.0702257,0.0723665,0.181918,0.181918,0.181918,0.181918,0.0723665,0.0033884,nan,0.0132998
607,0.174383,0.126945,0.126945,0.126945,0.126945,0.000690811,0.00270889,0.00270889,0.00270889,0.00270889,0.0249266,0.0703464,0.0703464,0.0703464,0.0703464,0.0724595,0.18228,0.18228,0.18228,0.18228,0.0724595,0.00345405,nan,0.0135444
608,0.174356,0.126769,0.126769,0.126769,0.126769,0.000704094,0.00275822,0.00275822,0.00275822,0.00275822,0.0249397,0.0704725,0.0704725,0.0704725,0.0704725,0.0725541,0.182648,0.182648,0.182648,0.182648,0.0725541,0.00352047,nan,0.0137911
609,0.174328,0.126588,0.126588,0.126588,0.126588,0.000717525,0.00280793,0.00280793,0.00280793,0.00280793,0.0249543,0.070604,0.070604,0.070604,0.070604,0.0726505,0.183023,0.183023,0.183023,0.183023,0.0726505,0.00358763,nan,0.0140396
610,0.174299,0.126401,0.126401,0.126401,0.126401,0.000731097,0.00285797,0.00285797,0.00285797,0.00285797,0.0249704,0.0707409,0.0707409,0.0707409,0.0707409,0.0727486,0.183403,0.183403,0.183403,0.183403,0.0727486,0.00365549,nan,0.0142899
611,0.174267,0.126208,0.126208,0.126208,0.126208,0.000744805,0.00290833,0.00290833,0.00290833,0.00290833,0.0249881,0.0708834,0.0708834,0.0708834,0.0708834,0.0728484,0.18379,0.18379,0.18379,0.18379,0.0728484,0.00372403,nan,0.0145417
