t,Sv0,Sg0,Sg1,Sg2,Sg3,Sg4,Sg5,Sg6,Sg7,Sg8,Sg9,Sg10,Sg11,Sg12,Sg13,Sg14,Sg15,Sg16,Sg17,Sg18,Sg19,Sg20,Sg21,Sg22,Sg23,Iv0,Ig0,Ig1,Ig2,Ig3,Ig4,Ig5,Ig6,Ig7,Ig8,Ig9,Ig10,Ig11,Ig12,Ig13,Ig14,Ig15,Ig16,Ig17,Ig18,Ig19,Ig20,Ig21,Ig22,Ig23,Rv0,Rg0,Rg1,Rg2,Rg3,Rg4,Rg5,Rg6,Rg7,Rg8,Rg9,Rg10,Rg11,Rg12,Rg13,Rg14,Rg15,Rg16,Rg17,Rg18,Rg19,Rg20,Rg21,Rg22,Rg23,cumIv0,cumIg0,cumIg1,cumIg2,cumIg3,cumIg4,cumIg5,cumIg6,cumIg7,cumIg8,cumIg9,cumIg10,cumIg11,cumIg12,cumIg13,cumIg14,cumIg15,cumIg16,cumIg17,cumIg18,cumIg19,cumIg20,cumIg21,cumIg22,cumIg23,cumIv, pIv,pIs,pIg
317,0.0295829,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,0.01439,3.54E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,9.17E-05,0.0103817,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0255183,0.0154645,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0357566,0.0154645,0.000885108,nan,0.00229332
318,0.0296083,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,0.0144516,3.44E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,8.94E-05,0.0103573,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.025459,0.0154676,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0357648,0.0154676,0.000859595,nan,0.00223544
319,0.0296336,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,0.0145132,3.34E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.72E-05,0.0103329,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0253997,0.0154706,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0357729,0.0154706,0.000835145,nan,0.00217987
320,0.029659,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,0.0145747,3.25E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,8.51E-05,0.0103085,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0253402,0.0154735,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0357808,0.0154735,0.00081171,nan,0.0021265
321,0.0296844,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,0.0146363,3.16E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,0.010284,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0252807,0.0154763,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0357886,0.0154763,0.000789245,nan,0.00207525
322,0.0297098,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,0.0146979,3.07E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,0.0102595,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.025221,0.0154791,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0357962,0.0154791,0.000767706,nan,0.00202602
323,0.0297351,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,0.0147595,2.99E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,0.010235,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0251614,0.0154818,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0358036,0.0154818,0.000747051,nan,0.00197872
324,0.0297605,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,0.014821,2.91E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,7.73E-05,0.0102104,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0251017,0.0154844,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.035811,0.0154844,0.000727242,nan,0.00193328
325,0.0297858,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,0.0148825,2.83E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,7.56E-05,0.0101858,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.0250419,0.015487,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.0358181,0.015487,0.00070824,nan,0.00188962
326,0.0298112,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,2.76E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,7.39E-05,0.0101612,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0249821,0.0154896,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0358252,0.0154896,0.000690011,nan,0.00184765
327,0.0298365,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,0.0150055,2.69E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,0.0101366,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.0249222,0.015492,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.0358321,0.015492,0.00067252,nan,0.00180732
328,0.0298618,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,0.0150669,2.62E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,7.07E-05,0.010112,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0248624,0.0154945,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0358389,0.0154945,0.000655735,nan,0.00176856
329,0.0298871,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,0.0151282,2.56E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,0.0100873,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0248025,0.0154968,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0358456,0.0154968,0.000639625,nan,0.00173129
330,0.0299124,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,0.0151895,2.50E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,0.0100627,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0247427,0.0154992,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0358521,0.0154992,0.000624162,nan,0.00169547
331,0.0299376,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,0.0152508,2.44E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,0.010038,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0246828,0.0155015,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0358586,0.0155015,0.000609317,nan,0.00166103
332,0.0299628,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,0.015312,2.38E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,6.51E-05,0.0100133,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0246229,0.0155037,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0358649,0.0155037,0.000595064,nan,0.00162791
333,0.0299881,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,0.0153731,2.33E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,6.38E-05,0.00998869,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0245631,0.0155059,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0358712,0.0155059,0.000581379,nan,0.00159607
334,0.0300132,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,0.0154342,2.27E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,6.26E-05,0.00996404,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.0245032,0.015508,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.0358773,0.015508,0.000568236,nan,0.00156546
335,0.0300384,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,0.0154951,2.22E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,0.0099394,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0244434,0.0155102,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0358834,0.0155102,0.000555615,nan,0.00153602
336,0.0300635,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,0.0155561,2.17E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,6.03E-05,0.00991477,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0243836,0.0155122,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0358894,0.0155122,0.000543491,nan,0.00150772
337,0.0300886,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,0.0156169,2.13E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,0.00989015,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0243239,0.0155143,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0358952,0.0155143,0.000531846,nan,0.00148051
