t,Sv0,Ss0,Sg0,Sg1,Sg2,Iv0,Is0,Ig0,Ig1,Ig2,Rv0,Rs0,Rg0,Rg1,Rg2,cumIv0,cumIs0,cumIg0,cumIg1,cumIg2,cumIv, Iv,Is,Ig
341,0.156952,0.0869781,0.0869095,0.0869095,0.0869095,0.000241562,0.000685591,0.000685007,0.000685007,0.000685007,0.0428062,0.112336,0.112406,0.112406,0.112406,0.0665888,0.160263,0.16047,0.16047,0.16047,0.0665888,0.00120781,0.00342795,0.00342504
342,0.157048,0.0872227,0.0871543,0.0871543,0.0871543,0.000235333,0.000669437,0.000668871,0.000668871,0.000668871,0.0427168,0.112108,0.112177,0.112177,0.112177,0.0666104,0.160326,0.160533,0.160533,0.160533,0.0666104,0.00117666,0.00334719,0.00334436
343,0.157144,0.0874679,0.0873998,0.0873998,0.0873998,0.00022932,0.000653833,0.000653284,0.000653284,0.000653284,0.042627,0.111878,0.111947,0.111947,0.111947,0.0666315,0.160388,0.160595,0.160595,0.160595,0.0666315,0.0011466,0.00326916,0.00326642
344,0.15724,0.0877138,0.0876459,0.0876459,0.0876459,0.000223517,0.000638757,0.000638224,0.000638224,0.000638224,0.0425368,0.111647,0.111716,0.111716,0.111716,0.0666522,0.160448,0.160655,0.160655,0.160655,0.0666522,0.00111759,0.00319379,0.00319112
345,0.157336,0.0879602,0.0878925,0.0878925,0.0878925,0.000217915,0.000624191,0.000623674,0.000623674,0.000623674,0.0424461,0.111416,0.111484,0.111484,0.111484,0.0666723,0.160507,0.160714,0.160714,0.160714,0.0666723,0.00108958,0.00312096,0.00311837
346,0.157432,0.0882072,0.0881398,0.0881398,0.0881398,0.000212507,0.000610116,0.000609614,0.000609614,0.000609614,0.0423551,0.111183,0.111251,0.111251,0.111251,0.066692,0.160565,0.160772,0.160772,0.160772,0.066692,0.00106253,0.00305058,0.00304807
347,0.157529,0.0884547,0.0883875,0.0883875,0.0883875,0.000207285,0.000596514,0.000596026,0.000596026,0.000596026,0.0422636,0.110949,0.111016,0.111016,0.111016,0.0667113,0.160622,0.160829,0.160829,0.160829,0.0667113,0.00103643,0.00298257,0.00298013
348,0.157626,0.0887027,0.0886357,0.0886357,0.0886357,0.000202244,0.000583367,0.000582893,0.000582893,0.000582893,0.0421719,0.110714,0.110781,0.110781,0.110781,0.0667301,0.160678,0.160885,0.160885,0.160885,0.0667301,0.00101122,0.00291683,0.00291447
349,0.157723,0.0889511,0.0888843,0.0888843,0.0888843,0.000197375,0.000570659,0.000570199,0.000570199,0.000570199,0.0420798,0.110478,0.110546,0.110546,0.110546,0.0667486,0.160732,0.160939,0.160939,0.160939,0.0667486,0.000986874,0.0028533,0.00285099
350,0.15782,0.0891998,0.0891333,0.0891333,0.0891333,0.000192673,0.000558374,0.000557927,0.000557927,0.000557927,0.0419874,0.110242,0.110309,0.110309,0.110309,0.0667666,0.160786,0.160993,0.160993,0.160993,0.0667666,0.000963364,0.00279187,0.00278963
351,0.157917,0.089449,0.0893826,0.0893826,0.0893826,0.000188131,0.000546497,0.000546062,0.000546062,0.000546062,0.0418947,0.110005,0.110071,0.110071,0.110071,0.0667843,0.160838,0.161045,0.161045,0.161045,0.0667843,0.000940656,0.00273249,0.00273031
352,0.158015,0.0896984,0.0896323,0.0896323,0.0896323,0.000183744,0.000535013,0.00053459,0.00053459,0.00053459,0.0418017,0.109767,0.109833,0.109833,0.109833,0.0668016,0.16089,0.161097,0.161097,0.161097,0.0668016,0.000918722,0.00267507,0.00267295
353,0.158112,0.0899481,0.0898822,0.0898822,0.0898822,0.000179507,0.000523909,0.000523497,0.000523497,0.000523497,0.0417085,0.109528,0.109594,0.109594,0.109594,0.0668186,0.160941,0.161147,0.161147,0.161147,0.0668186,0.000897533,0.00261954,0.00261748
354,0.15821,0.0901981,0.0901324,0.0901324,0.0901324,0.000175412,0.000513169,0.000512769,0.000512769,0.000512769,0.0416151,0.109289,0.109355,0.109355,0.109355,0.0668352,0.16099,0.161197,0.161197,0.161197,0.0668352,0.000877061,0.00256585,0.00256384
355,0.158307,0.0904483,0.0903829,0.0903829,0.0903829,0.000171456,0.000502783,0.000502393,0.000502393,0.000502393,0.0415214,0.109049,0.109115,0.109115,0.109115,0.0668515,0.161039,0.161246,0.161246,0.161246,0.0668515,0.000857282,0.00251391,0.00251196
356,0.158405,0.0906987,0.0906335,0.0906335,0.0906335,0.000167634,0.000492736,0.000492356,0.000492356,0.000492356,0.0414276,0.108809,0.108874,0.108874,0.108874,0.0668674,0.161087,0.161294,0.161294,0.161294,0.0668674,0.000838168,0.00246368,0.00246178
357,0.158502,0.0909493,0.0908842,0.0908842,0.0908842,0.000163939,0.000483018,0.000482648,0.000482648,0.000482648,0.0413336,0.108568,0.108633,0.108633,0.108633,0.0668831,0.161135,0.161341,0.161341,0.161341,0.0668831,0.000819697,0.00241509,0.00241324
358,0.1586,0.0912,0.0911352,0.0911352,0.0911352,0.000160369,0.000473616,0.000473256,0.000473256,0.000473256,0.0412394,0.108326,0.108392,0.108392,0.108392,0.0668984,0.161181,0.161388,0.161388,0.161388,0.0668984,0.000801846,0.00236808,0.00236628
359,0.158698,0.0914508,0.0913862,0.0913862,0.0913862,0.000156918,0.00046452,0.000464169,0.000464169,0.000464169,0.041145,0.108085,0.10815,0.10815,0.10815,0.0669135,0.161227,0.161433,0.161433,0.161433,0.0669135,0.000784591,0.0023226,0.00232084
360,0.158796,0.0917017,0.0916373,0.0916373,0.0916373,0.000153582,0.000455719,0.000455377,0.000455377,0.000455377,0.0410505,0.107843,0.107907,0.107907,0.107907,0.0669283,0.161272,0.161478,0.161478,0.161478,0.0669283,0.000767911,0.0022786,0.00227688
361,0.158894,0.0919527,0.0918885,0.0918885,0.0918885,0.000150357,0.000447203,0.000446869,0.000446869,0.000446869,0.0409559,0.1076,0.107665,0.107665,0.107665,0.0669428,0.161316,0.161522,0.161522,0.161522,0.0669428,0.000751786,0.00223602,0.00223435
362,0.158992,0.0922037,0.0921397,0.0921397,0.0921397,0.000147239,0.000438962,0.000438636,0.000438636,0.000438636,0.0408612,0.107357,0.107422,0.107422,0.107422,0.066957,0.161359,0.161566,0.161566,0.161566,0.066957,0.000736197,0.00219481,0.00219318
363,0.159089,0.0924547,0.0923909,0.0923909,0.0923909,0.000144225,0.000430987,0.000430669,0.000430669,0.000430669,0.0407664,0.107114,0.107178,0.107178,0.107178,0.066971,0.161402,0.161608,0.161608,0.161608,0.066971,0.000721124,0.00215494,0.00215335
364,0.159187,0.0927057,0.0926421,0.0926421,0.0926421,0.00014131,0.000423269,0.000422959,0.000422959,0.000422959,0.0406715,0.106871,0.106935,0.106935,0.106935,0.0669847,0.161444,0.16165,0.16165,0.16165,0.0669847,0.000706548,0.00211634,0.00211479
365,0.159285,0.0929567,0.0928933,0.0928933,0.0928933,0.000138491,0.000415799,0.000415496,0.000415496,0.000415496,0.0405765,0.106628,0.106691,0.106691,0.106691,0.0669983,0.161486,0.161692,0.161692,0.161692,0.0669983,0.000692453,0.00207899,0.00207748
366,0.159383,0.0932076,0.0931444,0.0931444,0.0931444,0.000135764,0.000408568,0.000408273,0.000408273,0.000408273,0.0404815,0.106384,0.106447,0.106447,0.106447,0.0670115,0.161526,0.161733,0.161733,0.161733,0.0670115,0.000678821,0.00204284,0.00204136
367,0.15948,0.0934585,0.0933955,0.0933955,0.0933955,0.000133127,0.00040157,0.000401281,0.000401281,0.000401281,0.0403864,0.10614,0.106203,0.106203,0.106203,0.0670246,0.161567,0.161773,0.161773,0.161773,0.0670246,0.000665637,0.00200785,0.0020064
368,0.159578,0.0937093,0.0936465,0.0936465,0.0936465,0.000130577,0.000394795,0.000394513,0.000394513,0.000394513,0.0402913,0.105896,0.105959,0.105959,0.105959,0.0670374,0.161606,0.161813,0.161813,0.161813,0.0670374,0.000652885,0.00197398,0.00197256
369,0.159676,0.0939599,0.0938973,0.0938973,0.0938973,0.00012811,0.000388237,0.000387962,0.000387962,0.000387962,0.0401961,0.105652,0.105715,0.105715,0.105715,0.06705,0.161646,0.161852,0.161852,0.161852,0.06705,0.00064055,0.00194119,0.00193981
370,0.159773,0.0942105,0.0941481,0.0941481,0.0941481,0.000125723,0.000381889,0.00038162,0.00038162,0.00038162,0.0401009,0.105408,0.10547,0.10547,0.10547,0.0670625,0.161684,0.16189,0.16189,0.16189,0.0670625,0.000628617,0.00190945,0.0019081
371,0.159871,0.0944609,0.0943987,0.0943987,0.0943987,0.000123415,0.000375744,0.000375481,0.000375481,0.000375481,0.0400057,0.105163,0.105226,0.105226,0.105226,0.0670747,0.161722,0.161928,0.161928,0.161928,0.0670747,0.000617073,0.00187872,0.0018774
372,0.159968,0.0947111,0.0946491,0.0946491,0.0946491,0.000121181,0.000369795,0.000369538,0.000369538,0.000369538,0.0399105,0.104919,0.104981,0.104981,0.104981,0.0670867,0.16176,0.161966,0.161966,0.161966,0.0670867,0.000605904,0.00184898,0.00184769
373,0.160066,0.0949611,0.0948993,0.0948993,0.0948993,0.00011902,0.000364037,0.000363784,0.000363784,0.000363784,0.0398153,0.104675,0.104737,0.104737,0.104737,0.0670986,0.161797,0.162003,0.162003,0.162003,0.0670986,0.000595098,0.00182018,0.00181892
374,0.160163,0.095211,0.0951494,0.0951494,0.0951494,0.000116929,0.000358462,0.000358215,0.000358215,0.000358215,0.0397201,0.104431,0.104492,0.104492,0.104492,0.0671103,0.161833,0.162039,0.162039,0.162039,0.0671103,0.000584643,0.00179231,0.00179108
375,0.16026,0.0954607,0.0953993,0.0953993,0.0953993,0.000114905,0.000353065,0.000352824,0.000352824,0.000352824,0.039625,0.104186,0.104248,0.104248,0.104248,0.0671218,0.161869,0.162076,0.162076,0.162076,0.0671218,0.000574527,0.00176533,0.00176412
376,0.160357,0.0957101,0.0956489,0.0956489,0.0956489,0.000112948,0.000347841,0.000347605,0.000347605,0.000347605,0.0395298,0.103942,0.104004,0.104004,0.104004,0.0671331,0.161905,0.162111,0.162111,0.162111,0.0671331,0.000564739,0.00173921,0.00173802
377,0.160454,0.0959593,0.0958983,0.0958983,0.0958983,0.000111053,0.000342785,0.000342553,0.000342553,0.000342553,0.0394347,0.103698,0.103759,0.103759,0.103759,0.0671443,0.16194,0.162146,0.162146,0.162146,0.0671443,0.000555267,0.00171392,0.00171276
378,0.160551,0.0962083,0.0961474,0.0961474,0.0961474,0.00010922,0.00033789,0.000337663,0.000337663,0.000337663,0.0393397,0.103454,0.103515,0.103515,0.103515,0.0671553,0.161975,0.162181,0.162181,0.162181,0.0671553,0.000546102,0.00168945,0.00168832
379,0.160648,0.096457,0.0963963,0.0963963,0.0963963,0.000107447,0.000333153,0.00033293,0.00033293,0.00033293,0.0392447,0.10321,0.103271,0.103271,0.103271,0.0671662,0.16201,0.162216,0.162216,0.162216,0.0671662,0.000537233,0.00166576,0.00166465
380,0.160745,0.0967054,0.0966449,0.0966449,0.0966449,0.00010573,0.000328568,0.00032835,0.00032835,0.00032835,0.0391497,0.102966,0.103027,0.103027,0.103027,0.0671769,0.162044,0.16225,0.16225,0.16225,0.0671769,0.00052865,0.00164284,0.00164175
381,0.160841,0.0969535,0.0968932,0.0968932,0.0968932,0.000104069,0.000324131,0.000323917,0.000323917,0.000323917,0.0390548,0.102722,0.102783,0.102783,0.102783,0.0671875,0.162077,0.162283,0.162283,0.162283,0.0671875,0.000520345,0.00162065,0.00161958
382,0.160938,0.0972013,0.0971412,0.0971412,0.0971412,0.000102462,0.000319837,0.000319627,0.000319627,0.000319627,0.03896,0.102479,0.102539,0.102539,0.102539,0.0671979,0.162111,0.162316,0.162316,0.162316,0.0671979,0.000512309,0.00159918,0.00159814
383,0.161034,0.0974488,0.0973889,0.0973889,0.0973889,0.000100907,0.000315682,0.000315476,0.000315476,0.000315476,0.0388653,0.102236,0.102296,0.102296,0.102296,0.0672082,0.162143,0.162349,0.162349,0.162349,0.0672082,0.000504533,0.00157841,0.00157738
384,0.16113,0.097696,0.0976363,0.0976363,0.0976363,9.94E-05,0.000311663,0.000311461,0.000311461,0.000311461,0.0387706,0.101992,0.102052,0.102052,0.102052,0.0672184,0.162176,0.162382,0.162382,0.162382,0.0672184,0.000497008,0.00155831,0.0015573
385,0.161226,0.0979428,0.0978833,0.0978833,0.0978833,9.79E-05,0.000307774,0.000307576,0.000307576,0.000307576,0.038676,0.101749,0.101809,0.101809,0.101809,0.0672284,0.162208,0.162414,0.162414,0.162414,0.0672284,0.000489728,0.00153887,0.00153788
386,0.161322,0.0981893,0.09813,0.09813,0.09813,9.65E-05,0.000304014,0.000303819,0.000303819,0.000303819,0.0385815,0.101507,0.101566,0.101566,0.101566,0.0672384,0.16224,0.162446,0.162446,0.162446,0.0672384,0.000482684,0.00152007,0.00151909
387,0.161418,0.0984355,0.0983763,0.0983763,0.0983763,9.52E-05,0.000300377,0.000300185,0.000300185,0.000300185,0.0384871,0.101264,0.101324,0.101324,0.101324,0.0672482,0.162272,0.162478,0.162478,0.162478,0.0672482,0.000475869,0.00150188,0.00150093
388,0.161513,0.0986813,0.0986223,0.0986223,0.0986223,9.39E-05,0.00029686,0.000296672,0.000296672,0.000296672,0.0383929,0.101022,0.101081,0.101081,0.101081,0.0672579,0.162303,0.162509,0.162509,0.162509,0.0672579,0.000469276,0.0014843,0.00148336
389,0.161609,0.0989267,0.0988678,0.0988678,0.0988678,9.26E-05,0.00029346,0.000293276,0.000293276,0.000293276,0.0382987,0.10078,0.100839,0.100839,0.100839,0.0672675,0.162334,0.16254,0.16254,0.16254,0.0672675,0.000462899,0.0014673,0.00146638
390,0.161704,0.0991717,0.099113,0.099113,0.099113,9.13E-05,0.000290175,0.000289993,0.000289993,0.000289993,0.0382046,0.100538,0.100597,0.100597,0.100597,0.067277,0.162365,0.162571,0.162571,0.162571,0.067277,0.00045673,0.00145087,0.00144997
391,0.161799,0.0994163,0.0993578,0.0993578,0.0993578,9.02E-05,0.000287,0.000286821,0.000286821,0.000286821,0.0381107,0.100297,0.100355,0.100355,0.100355,0.0672864,0.162395,0.162601,0.162601,0.162601,0.0672864,0.000450764,0.001435,0.00143411
392,0.161894,0.0996605,0.0996022,0.0996022,0.0996022,8.90E-05,0.000283933,0.000283757,0.000283757,0.000283757,0.0380168,0.100056,0.100114,0.100114,0.100114,0.0672957,0.162426,0.162631,0.162631,0.162631,0.0672957,0.000444995,0.00141966,0.00141878
393,0.161989,0.0999043,0.0998462,0.0998462,0.0998462,8.79E-05,0.00028097,0.000280797,0.000280797,0.000280797,0.0379231,0.0998147,0.099873,0.099873,0.099873,0.0673049,0.162456,0.162661,0.162661,0.162661,0.0673049,0.000439417,0.00140485,0.00140399
394,0.162084,0.100148,0.10009,0.10009,0.10009,8.68E-05,0.00027811,0.00027794,0.00027794,0.00027794,0.0378295,0.0995742,0.0996323,0.0996323,0.0996323,0.067314,0.162485,0.162691,0.162691,0.162691,0.067314,0.000434024,0.00139055,0.0013897
395,0.162178,0.100391,0.100333,0.100333,0.100333,8.58E-05,0.00027535,0.000275182,0.000275182,0.000275182,0.0377361,0.099334,0.0993919,0.0993919,0.0993919,0.0673231,0.162515,0.162721,0.162721,0.162721,0.0673231,0.000428812,0.00137675,0.00137591
396,0.162272,0.100633,0.100576,0.100576,0.100576,8.48E-05,0.000272686,0.000272522,0.000272522,0.000272522,0.0376428,0.0990942,0.0991519,0.0991519,0.0991519,0.067332,0.162544,0.16275,0.16275,0.16275,0.067332,0.000423775,0.00136343,0.00136261
397,0.162367,0.100875,0.100818,0.100818,0.100818,8.38E-05,0.000270118,0.000269955,0.000269955,0.000269955,0.0375496,0.0988547,0.0989123,0.0989123,0.0989123,0.0673409,0.162573,0.162779,0.162779,0.162779,0.0673409,0.000418907,0.00135059,0.00134978
398,0.162461,0.101117,0.10106,0.10106,0.10106,8.28E-05,0.000267641,0.000267481,0.000267481,0.000267481,0.0374566,0.0986156,0.0986729,0.0986729,0.0986729,0.0673496,0.162602,0.162808,0.162808,0.162808,0.0673496,0.000414206,0.00133821,0.00133741
399,0.162554,0.101358,0.101301,0.101301,0.101301,8.19E-05,0.000265255,0.000265097,0.000265097,0.000265097,0.0373637,0.0983768,0.098434,0.098434,0.098434,0.0673583,0.162631,0.162837,0.162837,0.162837,0.0673583,0.000409665,0.00132628,0.00132549
400,0.162648,0.101599,0.101542,0.101542,0.101542,8.11E-05,0.000262957,0.000262801,0.000262801,0.000262801,0.037271,0.0981384,0.0981955,0.0981955,0.0981955,0.067367,0.16266,0.162865,0.162865,0.162865,0.067367,0.000405281,0.00131478,0.00131401
401,0.162741,0.101839,0.101782,0.101782,0.101782,8.02E-05,0.000260744,0.000260591,0.000260591,0.000260591,0.0371784,0.0979004,0.0979573,0.0979573,0.0979573,0.0673755,0.162688,0.162893,0.162893,0.162893,0.0673755,0.000401049,0.00130372,0.00130296
402,0.162835,0.102079,0.102022,0.102022,0.102022,7.94E-05,0.000258616,0.000258465,0.000258465,0.000258465,0.037086,0.0976628,0.0977195,0.0977195,0.0977195,0.067384,0.162716,0.162922,0.162922,0.162922,0.067384,0.000396966,0.00129308,0.00129232
403,0.162928,0.102318,0.102261,0.102261,0.102261,7.86E-05,0.000256569,0.00025642,0.00025642,0.00025642,0.0369937,0.0974256,0.0974822,0.0974822,0.0974822,0.0673925,0.162744,0.16295,0.16295,0.16295,0.0673925,0.000393028,0.00128285,0.0012821
404,0.163021,0.102557,0.1025,0.1025,0.1025,7.78E-05,0.000254603,0.000254456,0.000254456,0.000254456,0.0369016,0.0971889,0.0972452,0.0972452,0.0972452,0.0674008,0.162772,0.162977,0.162977,0.162977,0.0674008,0.00038923,0.00127302,0.00127228
405,0.163113,0.102795,0.102739,0.102739,0.102739,7.71E-05,0.000252715,0.00025257,0.00025257,0.00025257,0.0368097,0.0969525,0.0970087,0.0970087,0.0970087,0.0674091,0.1628,0.163005,0.163005,0.163005,0.0674091,0.00038557,0.00126358,0.00126285
406,0.163206,0.103032,0.102977,0.102977,0.102977,7.64E-05,0.000250905,0.000250761,0.000250761,0.000250761,0.0367179,0.0967166,0.0967726,0.0967726,0.0967726,0.0674174,0.162827,0.163033,0.163033,0.163033,0.0674174,0.000382044,0.00125452,0.00125381
407,0.163298,0.10327,0.103214,0.103214,0.103214,7.57E-05,0.000249169,0.000249028,0.000249028,0.000249028,0.0366263,0.0964811,0.096537,0.096537,0.096537,0.0674256,0.162855,0.16306,0.16306,0.16306,0.0674256,0.000378649,0.00124585,0.00124514
408,0.16339,0.103506,0.103451,0.103451,0.103451,7.51E-05,0.000247507,0.000247367,0.000247367,0.000247367,0.0365349,0.0962461,0.0963018,0.0963018,0.0963018,0.0674337,0.162882,0.163087,0.163087,0.163087,0.0674337,0.000375382,0.00123754,0.00123684
409,0.163482,0.103743,0.103687,0.103687,0.103687,7.44E-05,0.000245918,0.00024578,0.00024578,0.00024578,0.0364437,0.0960115,0.096067,0.096067,0.096067,0.0674418,0.162909,0.163115,0.163115,0.163115,0.0674418,0.000372239,0.00122959,0.0012289
410,0.163574,0.103978,0.103923,0.103923,0.103923,7.38E-05,0.000244399,0.000244263,0.000244263,0.000244263,0.0363526,0.0957774,0.0958327,0.0958327,0.0958327,0.0674499,0.162936,0.163142,0.163142,0.163142,0.0674499,0.000369218,0.001222,0.00122131
411,0.163665,0.104213,0.104158,0.104158,0.104158,7.33E-05,0.00024295,0.000242815,0.000242815,0.000242815,0.0362617,0.0955438,0.0955989,0.0955989,0.0955989,0.0674579,0.162963,0.163169,0.163169,0.163169,0.0674579,0.000366315,0.00121475,0.00121408
412,0.163756,0.104448,0.104393,0.104393,0.104393,7.27E-05,0.000241569,0.000241436,0.000241436,0.000241436,0.036171,0.0953106,0.0953656,0.0953656,0.0953656,0.0674658,0.16299,0.163196,0.163196,0.163196,0.0674658,0.00036353,0.00120785,0.00120718
413,0.163847,0.104682,0.104627,0.104627,0.104627,7.22E-05,0.000240256,0.000240124,0.000240124,0.000240124,0.0360805,0.0950779,0.0951327,0.0951327,0.0951327,0.0674738,0.163017,0.163222,0.163222,0.163222,0.0674738,0.000360858,0.00120128,0.00120062
414,0.163938,0.104915,0.104861,0.104861,0.104861,7.17E-05,0.000239008,0.000238877,0.000238877,0.000238877,0.0359901,0.0948457,0.0949003,0.0949003,0.0949003,0.0674816,0.163044,0.163249,0.163249,0.163249,0.0674816,0.000358298,0.00119504,0.00119439
415,0.164029,0.105148,0.105094,0.105094,0.105094,7.12E-05,0.000237825,0.000237696,0.000237696,0.000237696,0.0359,0.094614,0.0946685,0.0946685,0.0946685,0.0674895,0.16307,0.163276,0.163276,0.163276,0.0674895,0.000355846,0.00118913,0.00118848
416,0.164119,0.105381,0.105326,0.105326,0.105326,7.07E-05,0.000236706,0.000236578,0.000236578,0.000236578,0.03581,0.0943828,0.0944371,0.0944371,0.0944371,0.0674973,0.163097,0.163302,0.163302,0.163302,0.0674973,0.000353502,0.00118353,0.00118289
417,0.164209,0.105612,0.105558,0.105558,0.105558,7.03E-05,0.00023565,0.000235523,0.000235523,0.000235523,0.0357203,0.094152,0.0942062,0.0942062,0.0942062,0.0675051,0.163123,0.163329,0.163329,0.163329,0.0675051,0.000351263,0.00117825,0.00117762
418,0.164299,0.105843,0.10579,0.10579,0.10579,6.98E-05,0.000234656,0.00023453,0.00023453,0.00023453,0.0356307,0.0939219,0.0939759,0.0939759,0.0939759,0.0675128,0.16315,0.163355,0.163355,0.163355,0.0675128,0.000349126,0.00117328,0.00117265
419,0.164389,0.106074,0.10602,0.10602,0.10602,6.94E-05,0.000233722,0.000233598,0.000233598,0.000233598,0.0355413,0.0936922,0.093746,0.093746,0.093746,0.0675205,0.163176,0.163381,0.163381,0.163381,0.0675205,0.00034709,0.00116861,0.00116799
420,0.164479,0.106304,0.106251,0.106251,0.106251,6.90E-05,0.000232849,0.000232726,0.000232726,0.000232726,0.0354522,0.093463,0.0935167,0.0935167,0.0935167,0.0675282,0.163203,0.163408,0.163408,0.163408,0.0675282,0.000345154,0.00116425,0.00116363
421,0.164568,0.106534,0.10648,0.10648,0.10648,6.87E-05,0.000232035,0.000231913,0.000231913,0.000231913,0.0353632,0.0932344,0.0932879,0.0932879,0.0932879,0.0675359,0.163229,0.163434,0.163434,0.163434,0.0675359,0.000343314,0.00116018,0.00115957
422,0.164657,0.106762,0.106709,0.106709,0.106709,6.83E-05,0.00023128,0.000231159,0.000231159,0.000231159,0.0352744,0.0930063,0.0930597,0.0930597,0.0930597,0.0675435,0.163255,0.16346,0.16346,0.16346,0.0675435,0.000341571,0.0011564,0.0011558
423,0.164746,0.106991,0.106938,0.106938,0.106938,6.80E-05,0.000230583,0.000230463,0.000230463,0.000230463,0.0351858,0.0927787,0.0928319,0.0928319,0.0928319,0.0675511,0.163281,0.163487,0.163487,0.163487,0.0675511,0.000339921,0.00115292,0.00115232
424,0.164835,0.107218,0.107165,0.107165,0.107165,6.77E-05,0.000229943,0.000229824,0.000229824,0.000229824,0.0350975,0.0925517,0.0926048,0.0926048,0.0926048,0.0675587,0.163308,0.163513,0.163513,0.163513,0.0675587,0.000338364,0.00114972,0.00114912
425,0.164923,0.107445,0.107393,0.107393,0.107393,6.74E-05,0.00022936,0.000229242,0.000229242,0.000229242,0.0350093,0.0923253,0.0923782,0.0923782,0.0923782,0.0675663,0.163334,0.163539,0.163539,0.163539,0.0675663,0.000336898,0.0011468,0.00114621
426,0.165012,0.107672,0.107619,0.107619,0.107619,6.71E-05,0.000228833,0.000228716,0.000228716,0.000228716,0.0349214,0.0920994,0.0921521,0.0921521,0.0921521,0.0675739,0.16336,0.163565,0.163565,0.163565,0.0675739,0.000335522,0.00114416,0.00114358
427,0.1651,0.107898,0.107845,0.107845,0.107845,6.68E-05,0.000228361,0.000228245,0.000228245,0.000228245,0.0348336,0.091874,0.0919266,0.0919266,0.0919266,0.0675815,0.163386,0.163591,0.163591,0.163591,0.0675815,0.000334234,0.00114181,0.00114123
428,0.165187,0.108123,0.108071,0.108071,0.108071,6.66E-05,0.000227945,0.000227829,0.000227829,0.000227829,0.0347461,0.0916493,0.0917017,0.0917017,0.0917017,0.067589,0.163412,0.163618,0.163618,0.163618,0.067589,0.000333034,0.00113972,0.00113915
429,0.165275,0.108347,0.108295,0.108295,0.108295,6.64E-05,0.000227583,0.000227468,0.000227468,0.000227468,0.0346588,0.091425,0.0914773,0.0914773,0.0914773,0.0675965,0.163439,0.163644,0.163644,0.163644,0.0675965,0.00033192,0.00113792,0.00113734
430,0.165362,0.108571,0.108519,0.108519,0.108519,6.62E-05,0.000227276,0.000227162,0.000227162,0.000227162,0.0345717,0.0912014,0.0912535,0.0912535,0.0912535,0.0676041,0.163465,0.16367,0.16367,0.16367,0.0676041,0.000330891,0.00113638,0.00113581
431,0.165449,0.108795,0.108743,0.108743,0.108743,6.60E-05,0.000227022,0.000226909,0.000226909,0.000226909,0.0344848,0.0909784,0.0910303,0.0910303,0.0910303,0.0676116,0.163491,0.163696,0.163696,0.163696,0.0676116,0.000329947,0.00113511,0.00113454
432,0.165536,0.109017,0.108966,0.108966,0.108966,6.58E-05,0.000226822,0.000226709,0.000226709,0.000226709,0.0343981,0.0907559,0.0908077,0.0908077,0.0908077,0.0676191,0.163517,0.163723,0.163723,0.163723,0.0676191,0.000329085,0.00113411,0.00113355
433,0.165623,0.109239,0.109188,0.109188,0.109188,6.57E-05,0.000226675,0.000226563,0.000226563,0.000226563,0.0343117,0.090534,0.0905856,0.0905856,0.0905856,0.0676266,0.163544,0.163749,0.163749,0.163749,0.0676266,0.000328306,0.00113337,0.00113281
434,0.165709,0.109461,0.109409,0.109409,0.109409,6.55E-05,0.000226581,0.000226469,0.000226469,0.000226469,0.0342254,0.0903127,0.0903642,0.0903642,0.0903642,0.0676341,0.16357,0.163775,0.163775,0.163775,0.0676341,0.000327608,0.0011329,0.00113235
435,0.165795,0.109681,0.10963,0.10963,0.10963,6.54E-05,0.000226539,0.000226429,0.000226429,0.000226429,0.0341394,0.090092,0.0901433,0.0901433,0.0901433,0.0676417,0.163596,0.163802,0.163802,0.163802,0.0676417,0.000326991,0.0011327,0.00113214
436,0.165881,0.109902,0.10985,0.10985,0.10985,6.53E-05,0.000226551,0.000226441,0.000226441,0.000226441,0.0340536,0.0898719,0.0899231,0.0899231,0.0899231,0.0676492,0.163623,0.163828,0.163828,0.163828,0.0676492,0.000326454,0.00113275,0.0011322
437,0.165967,0.110121,0.11007,0.11007,0.11007,6.52E-05,0.000226615,0.000226505,0.000226505,0.000226505,0.0339681,0.0896524,0.0897035,0.0897035,0.0897035,0.0676567,0.163649,0.163855,0.163855,0.163855,0.0676567,0.000325997,0.00113307,0.00113253
438,0.166052,0.11034,0.110289,0.110289,0.110289,6.51E-05,0.000226731,0.000226622,0.000226622,0.000226622,0.0338827,0.0894336,0.0894844,0.0894844,0.0894844,0.0676642,0.163676,0.163881,0.163881,0.163881,0.0676642,0.000325618,0.00113365,0.00113311
439,0.166137,0.110558,0.110507,0.110507,0.110507,6.51E-05,0.000226899,0.00022679,0.00022679,0.00022679,0.0337976,0.0892153,0.089266,0.089266,0.089266,0.0676718,0.163703,0.163908,0.163908,0.163908,0.0676718,0.000325318,0.0011345,0.00113395
440,0.166222,0.110775,0.110725,0.110725,0.110725,6.50E-05,0.00022712,0.000227011,0.000227011,0.000227011,0.0337127,0.0889977,0.0890482,0.0890482,0.0890482,0.0676793,0.163729,0.163934,0.163934,0.163934,0.0676793,0.000325096,0.0011356,0.00113506
441,0.166307,0.110992,0.110942,0.110942,0.110942,6.50E-05,0.000227392,0.000227285,0.000227285,0.000227285,0.0336281,0.0887807,0.0888311,0.0888311,0.0888311,0.0676869,0.163756,0.163961,0.163961,0.163961,0.0676869,0.000324952,0.00113696,0.00113642
